license_number,company_name,company_dba,license_classification,2 or more companies,# in each license,issued_date,naics_code,naics_name,,predirection,address_line1,address_line2,street_type,postdirection,unit_suite,city,state,postal_code,address_concat,address_api,longitude,latitude,disinvested_neighborhood,council_district,npu
LGB-088185-2020,STARBUCKS COFFEE #8287,,Accommodation and Food Services,x,,2025-01-15 09:06:06,722511,Full-Service Restaurants ,,,1874,PIEDMONT,RD,NE,,ATLANTA,GA,30331,1874 PIEDMONT RD ATLANTA GA 30331,"1874 Piedmont Rd NE, Atlanta, Georgia, 30324",-84.36635844,33.80729723,FALSE,6,F
LGB-089089-2020,I LOVE THAI CAFE,,Accommodation and Food Services,x,,2025-01-23 15:04:08,722511,Full-Service Restaurants ,,,3393,PEACHTREE,RD,NE,#1012,ATLANTA,GA,30326,3393 PEACHTREE RD ATLANTA GA 30326,"3393 Peachtree Rd NE, Atlanta, Georgia, 30326",-84.36235778,33.84530607,FALSE,7,B
LGB-089533-2019,K & K SOUL FOOD,WISTERIA,Accommodation and Food Services,x,,2025-02-03 12:40:14,722511,Full-Service Restaurants ,,,471,N HIGHLAND,AVE,NE,,ATLANTA,GA,30307,471 N HIGHLAND AVE ATLANTA GA 30307,"471 N Highland Ave NE, Atlanta, Georgia, 30307",-84.35281901,33.76683301,FALSE,2,N
LGB-090620-2020,"Bon Temps, Inc",,Accommodation and Food Services,x,,2025-02-06 08:54:47,722511,Full-Service Restaurants ,,,223,JAMES P BRAWLEY,DR,SW,,ATLANTA,GA,30314,223 JAMES P BRAWLEY DR ATLANTA GA 30314,"223 James P Brawley Dr SW, Atlanta, Georgia, 30314",-84.41246002,33.74968301,FALSE,4,T
LGB-090786-2019,GOLDBERGS BAGEL CO & DELI,,Accommodation and Food Services,,,2025-01-18 17:11:47,722511,Full-Service Restaurants ,,,3,ASHBY,ST,NW,,ATLANTA,GA,30314,3 ASHBY ST ATLANTA GA 30314,"3 S Ashby St, Atlanta, Georgia, 30314",-84.41794338,33.7544757,TRUE,4,T
LGB-091143-2020,LENOX RESTAURANT,WILLY'S MEXICANA GRILL,Accommodation and Food Services,,,2025-01-16 16:19:12,722511,Full-Service Restaurants ,,,2280,PEACHTREE,RD,NW,,ATLANTA,GA,30309,2280 PEACHTREE RD ATLANTA GA 30309,"2280 Peachtree Rd NW, Atlanta, Georgia, 30309",-84.39071804,33.816769,FALSE,8,C
LGB-091275-2020,EL CUBANO INC.,,Accommodation and Food Services,,,2025-02-17 23:04:52,722511,Full-Service Restaurants ,,,76,SPRING,ST,NW,,ATLANTA,GA,30303,76 SPRING ST ATLANTA GA 30303,"76 Spring St, Atlanta, Georgia, 30303",-84.39562346,33.75230763,FALSE,4,M
LGB-091393-2019,"DAKOTA BLUE, LLC",KYMA,Accommodation and Food Services,,,2025-02-17 15:27:29,722511,Full-Service Restaurants ,,,3085,PIEDMONT,RD,NE,,ATLANTA,GA,30305,3085 PIEDMONT RD ATLANTA GA 30305,"3085 Piedmont Rd NE, Atlanta, Georgia, 30305",-84.36901561,33.83986043,FALSE,7,B
LGB-091393-2019,1784 PEACHTREE INC,KYMA,Accommodation and Food Services,,,2025-02-17 15:27:29,722511,Full-Service Restaurants ,,,3085,PIEDMONT,RD,NE,,ATLANTA,GA,30305,3085 PIEDMONT RD ATLANTA GA 30305,"3085 Piedmont Rd NE, Atlanta, Georgia, 30305",-84.36901561,33.83986043,FALSE,7,B
LGB-091393-2019,SODEXO  MANAGEMENT INC,KYMA,Accommodation and Food Services,,,2025-02-17 15:27:29,722511,Full-Service Restaurants ,,,3085,PIEDMONT,RD,NE,,ATLANTA,GA,30305,3085 PIEDMONT RD ATLANTA GA 30305,"3085 Piedmont Rd NE, Atlanta, Georgia, 30305",-84.36901561,33.83986043,FALSE,7,B
LGB-092244-2020,CHINA BREEZE,CARROLL STREET CAFE,Accommodation and Food Services,x,,2025-01-28 13:17:26,722511,Full-Service Restaurants ,,,208,CARROLL,ST,SE,,ATLANTA,GA,30312,208 CARROLL ST ATLANTA GA 30312,"208 Carroll St SE, Atlanta, Georgia, 30312",-84.36798003,33.749027,FALSE,5,N
LGB-092485-2020,CHIPOTLE MEXICAN GRILL #391,,Accommodation and Food Services,x,,2025-01-15 13:05:05,722511,Full-Service Restaurants ,,,57,BROAD,ST,NW,,ATLANTA,GA,30303,57 BROAD ST ATLANTA GA 30303,"57 Broad St NW, Atlanta, Georgia, 30303",-84.38935003,33.75534302,FALSE,2,M
LGB-092604-2020,"JEDI, INC.",,Accommodation and Food Services,,,2025-02-13 11:24:26,722511,Full-Service Restaurants ,,,2284,CASCADE,RD,SW,,ATLANTA,GA,30311,2284 CASCADE RD ATLANTA GA 30311,"2284 Cascade Rd SW, Atlanta, Georgia, 30311",-84.46341143,33.72188351,TRUE,11,R
LGB-092604-2020,"Great Concepts, LLC",,Accommodation and Food Services,,,2025-02-13 11:24:26,722511,Full-Service Restaurants ,,,2284,CASCADE,RD,SW,,ATLANTA,GA,30311,2284 CASCADE RD ATLANTA GA 30311,"2284 Cascade Rd SW, Atlanta, Georgia, 30311",-84.46341143,33.72188351,TRUE,11,R
LGB-093009-2019,NIKOLAS DINER INC,PASCHAL'S RESTAURANT,Accommodation and Food Services,x,,2025-02-21 23:06:44,722511,Full-Service Restaurants ,,,180,NORTHSIDE,DR,NW,B,ATLANTA,GA,30313,180 NORTHSIDE DR ATLANTA GA 30313,"180 Northside Dr SW, Atlanta, Georgia, 30313",-84.40323104,33.74903295,FALSE,3,M
LGB-093009-2019,NIKOLAS DINER INC,PASCHAL'S RESTAURANT,Accommodation and Food Services,x,,2025-02-21 23:06:44,722511,Full-Service Restaurants ,,,180,NORTHSIDE,DR,NW,B,ATLANTA,GA,30313,180 NORTHSIDE DR ATLANTA GA 30313,"180 Northside Dr SW, Atlanta, Georgia, 30313",-84.40323104,33.74903295,FALSE,3,M
LGB-093009-2019,SUBWAY @ CANDLER CAFE,PASCHAL'S RESTAURANT,Accommodation and Food Services,x,,2025-02-21 23:06:44,722511,Full-Service Restaurants ,,,180,NORTHSIDE,DR,NW,B,ATLANTA,GA,30313,180 NORTHSIDE DR ATLANTA GA 30313,"180 Northside Dr SW, Atlanta, Georgia, 30313",-84.40323104,33.74903295,FALSE,3,M
LGB-093286-2020,"GEORGES, INC",,Accommodation and Food Services,x,,2025-02-06 12:06:07,722511,Full-Service Restaurants ,,,2885,LAKEWOOD,AVE,SW,,ATLANTA,GA,30315,2885 LAKEWOOD AVE ATLANTA GA 30315,"2885 Lakewood Ave SW, Atlanta, Georgia, 30315",-84.41051609,33.69797719,TRUE,12,X
LGB-093425-2020,HAAGEN-DAZSICE CREAM OF LENOX,WILLY'S MEXICANA GRILL,Accommodation and Food Services,,,2025-01-16 15:15:21,722511,Full-Service Restaurants ,,,1071,PIEDMONT,AVE,NE,,ATLANTA,GA,30309,1071 PIEDMONT AVE ATLANTA GA 30309,"1071 Piedmont Ave NE, Atlanta, Georgia, 30309",-84.37863091,33.783858,FALSE,6,E
LGB-093745-2020,"THE RED DOOR GROUP, LLC",OLIVE BISTRO,Accommodation and Food Services,,,2025-02-14 09:12:51,722511,Full-Service Restaurants ,,,1075,PEACHTREE,ST,NE,STE #4,ATLANTA,GA,30309,1075 PEACHTREE ST ATLANTA GA 30309,"1075 Peachtree St NE, Atlanta, Georgia, 30309",-84.38257326,33.78383638,FALSE,2,E
LGB-093969-2020,"RMP Ventures, LLC",,Accommodation and Food Services,,,2025-02-13 09:11:45,722511,Full-Service Restaurants ,,,209,EDGEWOOD,AVE,SE,STE 132,ATLANTA,GA,30303,209 EDGEWOOD AVE ATLANTA GA 30303,"209 Edgewood Ave SE, Atlanta, Georgia, 30303",-84.37988015,33.75404667,FALSE,5,M
LGB-095153-2020,LITTLE BANGKOK RESTAURANT,,Accommodation and Food Services,,,2025-02-13 09:14:41,722511,Full-Service Restaurants ,,,633,EVANS,ST,SW,,ATLANTA,GA,30310,633 EVANS ST ATLANTA GA 30310,"633 Evans St SW, Atlanta, Georgia, 30310",-84.41589585,33.73783465,FALSE,4,T
LGB-095153-2020,BAB'S INC,,Accommodation and Food Services,,,2025-02-13 09:14:41,722511,Full-Service Restaurants ,,,633,EVANS,ST,SW,,ATLANTA,GA,30310,633 EVANS ST ATLANTA GA 30310,"633 Evans St SW, Atlanta, Georgia, 30310",-84.41589585,33.73783465,FALSE,4,T
LGB-095153-2020,BAB'S INC,,Accommodation and Food Services,,,2025-02-13 09:14:41,722511,Full-Service Restaurants ,,,633,EVANS,ST,SW,,ATLANTA,GA,30310,633 EVANS ST ATLANTA GA 30310,"633 Evans St SW, Atlanta, Georgia, 30310",-84.41589585,33.73783465,FALSE,4,T
LGB-095740-2020,FARMER'S BASKET,SIX FEET UNDER,Accommodation and Food Services,,,2025-02-18 23:05:03,722511,Full-Service Restaurants ,,,437,MEMORIAL,DR,SE,,ATLANTA,GA,30312,437 MEMORIAL DR ATLANTA GA 30312,"437 Memorial Dr SE, Atlanta, Georgia, 30312",-84.37276903,33.746122,FALSE,1,W
LGB-096141-2020,187 MIDTOWN LLC,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,Accommodation and Food Services,,,2025-02-06 12:04:38,722511,Full-Service Restaurants ,,,190,MARIETTA,ST,NW,200,ATLANTA,GA,30303,190 MARIETTA ST ATLANTA GA 30303,"190 Marietta St NW, Atlanta, Georgia, 30303",-84.39472752,33.7577537,FALSE,4,M
LGB-096141-2020,187 MIDTOWN LLC,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,Accommodation and Food Services,,,2025-02-06 12:04:38,722511,Full-Service Restaurants ,,,190,MARIETTA,ST,NW,200,ATLANTA,GA,30303,190 MARIETTA ST ATLANTA GA 30303,"190 Marietta St NW, Atlanta, Georgia, 30303",-84.39472752,33.7577537,FALSE,4,M
LGB-096841-2020,187 MIDTOWN LLC,SOUTH CITY KITCHEN,Accommodation and Food Services,,,2025-01-20 11:23:23,722511,Full-Service Restaurants ,,,1144,CRESCENT,AVE,NE,,ATLANTA,GA,30309,1144 CRESCENT AVE ATLANTA GA 30309,"1144 Crescent Ave NE, Atlanta, Georgia, 30309",-84.38442272,33.78600888,FALSE,2,E
LGB-096845-2020,ATL RESTAURANT PARTNERS LLC,LA TAVOLA,Accommodation and Food Services,,,2025-01-20 14:06:38,722511,Full-Service Restaurants ,,,992,VIRGINIA,AVE,NE,,ATLANTA,GA,30306,992 VIRGINIA AVE ATLANTA GA 30306,"992 Virginia Ave NE, Atlanta, Georgia, 30306",-84.35477803,33.78251501,FALSE,6,F
LGB-096845-2020,ATL RESTAURANT PARTNERS LLC,LA TAVOLA,Accommodation and Food Services,x,,2025-01-20 14:06:38,722511,Full-Service Restaurants ,,,992,VIRGINIA,AVE,NE,,ATLANTA,GA,30306,992 VIRGINIA AVE ATLANTA GA 30306,"992 Virginia Ave NE, Atlanta, Georgia, 30306",-84.35477803,33.78251501,FALSE,6,F
LGB-096879-2020,JL PIZAZZ INC,WOOFS ON PIEDMONT,Accommodation and Food Services,x,,2025-02-11 22:09:22,722511,Full-Service Restaurants ,,,494,PLASTER,AVE,NE,STE 200,ATLANTA,GA,30324,494 PLASTER AVE ATLANTA GA 30324,"494 Plasters Ave NE, Atlanta, Georgia, 30324",-84.37273366,33.81158408,FALSE,6,F
LGB-097076-2020,"KUHL FRANKLIN, LLC",,Accommodation and Food Services,,,2025-03-03 23:06:21,722511,Full-Service Restaurants ,,,867,PEACHTREE,ST,NE,,ATLANTA,GA,30308,867 PEACHTREE ST ATLANTA GA 30308,"867 Peachtree St NE, Atlanta, Georgia, 30308",-84.38401704,33.77833998,FALSE,2,E
LGB-097122-2020,"COFFEE WAY FOODS, INC",,Accommodation and Food Services,,,2025-01-16 11:08:34,722511,Full-Service Restaurants ,,,467,FLAT SHOALS,AVE,SE,,ATLANTA,GA,30316,467 FLAT SHOALS AVE ATLANTA GA 30316,"467 Flat Shoals Ave SE, Atlanta, Georgia, 30316",-84.34672889,33.74117844,FALSE,5,W
LGB-097212-2020,MIDCITY CAFE,,Accommodation and Food Services,,,2025-02-14 09:13:07,722511,Full-Service Restaurants ,,,881,BANKHEAD,HWY,NW,,ATLANTA,GA,30318,881 BANKHEAD HWY ATLANTA GA 30318,"881 Bankhead Hwy NW, Atlanta, Georgia, 30318",-84.41613322,33.77346017,TRUE,3,L
LGB-097477-2020,TOAST LLC,BIG EASY GRILLE,Accommodation and Food Services,,,2025-02-11 02:53:44,722511,Full-Service Restaurants ,,,1193,COLLIER,RD,NW,STE D,ATLANTA,GA,30318,1193 COLLIER RD ATLANTA GA 30318,"1193 Collier Rd NW, Atlanta, Georgia, 30318",-84.42455368,33.81172565,FALSE,9,C
LGB-097688-2020,"KALDI'S COFFEE, INC",WILLY'S MEXICANA GRILL,Accommodation and Food Services,,,2025-01-16 15:13:32,722511,Full-Service Restaurants ,,,1228,W PACES FERRY,RD,NW,,ATLANTA,GA,30327,1228 W PACES FERRY RD ATLANTA GA 30327,"1228 W Paces Ferry Rd NW, Atlanta, Georgia, 30327",-84.42804877,33.84859219,FALSE,8,A
LGB-097827-2020,NORTHCREEK DELI,,Accommodation and Food Services,,,2025-02-19 23:08:38,722511,Full-Service Restaurants ,,,4383,ROSWELL,RD,NE,,ATLANTA,GA,30342,4383 ROSWELL RD ATLANTA GA 30342,"4383 Roswell Rd NE, Atlanta, Georgia, 30342",-84.37997327,33.87416123,FALSE,7,B
LGB-098331-2020,"RAY'S CEDARS, LLC",NEW YORK PRIM,Accommodation and Food Services,,,2025-01-29 09:35:48,722511,Full-Service Restaurants ,,,3424,PEACHTREE,RD,NE,SUITE 100,ATLANTA,GA,30326,3424 PEACHTREE RD ATLANTA GA 30326,"3424 Peachtree Rd NE, Atlanta, Georgia, 30326",-84.36456256,33.85181755,FALSE,7,B
LGB-098881-2020,"RAY'S CEDARS, LLC",PAPI'S CUBAN CUISINE,Accommodation and Food Services,x,,2025-03-06 23:03:00,722511,Full-Service Restaurants ,,,216,PONCE DE LEON,AVE,NE,,ATLANTA,GA,30308,216 PONCE DE LEON AVE ATLANTA GA 30308,"216 Ponce de Leon Ave NE, Atlanta, Georgia, 30308",-84.38039798,33.77288601,FALSE,2,E
LGB-099332-2020,"RAY'S CEDARS, LLC",DAKOTA BLUE,Accommodation and Food Services,x,,2025-02-15 19:01:31,722511,Full-Service Restaurants ,,,454,CHEROKEE,AVE,SE,,ATLANTA,GA,30312,454 CHEROKEE AVE ATLANTA GA 30312,"454 Cherokee Ave SE, Atlanta, Georgia, 30312",-84.37317597,33.74204601,FALSE,1,W
LGB-099626-2020,"RAY'S CEDARS, LLC",EL AZTECA MEXICAN RESTUARANT,Accommodation and Food Services,,,2025-03-04 23:05:14,722511,Full-Service Restaurants ,,,1784,PEACHTREE,ST,NW,,ATLANTA,GA,30309,1784 PEACHTREE ST ATLANTA GA 30309,"1784 Peachtree St NW, Atlanta, Georgia, 30309",-84.393876,33.80329073,FALSE,8,E
LGB-099915-2020,ROMAN DELIGHT PIZZA,TED'S MONTANA GRILL,Accommodation and Food Services,,,2025-02-01 15:36:58,722511,Full-Service Restaurants ,,,133,LUCKIE,ST,NW,1ST FLOOR,ATLANTA,GA,30303,133 LUCKIE ST ATLANTA GA 30303,"133 Luckie St NW, Atlanta, Georgia, 30303",-84.39065333,33.75861862,FALSE,2,M
LGB-100143-2020,CHINA GARDEN,,Accommodation and Food Services,,,2025-02-05 14:40:23,722511,Full-Service Restaurants ,,,350,FERST,DR,NW,,ATLANTA,GA,30332,350 FERST DR ATLANTA GA 30332,"350 Ferst Dr NW, Atlanta, Georgia, 30318",-84.39910661,33.77342981,FALSE,3,E
LGB-100266-2020,WEST END CAFE,,Accommodation and Food Services,,,2025-02-15 18:43:00,722511,Full-Service Restaurants ,,,190,MARIETTA,ST,NW,STE-236,ATLANTA,GA,30303,190 MARIETTA ST ATLANTA GA 30303,"190 Marietta St NW, Atlanta, Georgia, 30303",-84.39472752,33.7577537,FALSE,4,M
LGB-101801-2020,JERSEY MIKES SUBS,,Accommodation and Food Services,,,2025-02-10 19:13:32,722511,Full-Service Restaurants ,,,3424,PIEDMONT,RD,NE,,ATLANTA,GA,30305,3424 PIEDMONT RD ATLANTA GA 30305,"3424 Piedmont Rd NE, Atlanta, Georgia, 30305",-84.3741916,33.84815914,FALSE,7,B
LGB-101997-2020,MAGGIANO'S HOLDING CORPORATION,NAN THAI FINE DINING,Accommodation and Food Services,,,2025-01-21 11:08:15,722511,Full-Service Restaurants ,,,1350,SPRING,ST,NW,STE-1,ATLANTA,GA,30309,1350 SPRING ST ATLANTA GA 30309,"1350 Spring St NW, Atlanta, Georgia, 30309",-84.38971196,33.79156629,FALSE,2,E
LGB-102036-2020,AZIO INC,DANTANNA'S,Accommodation and Food Services,,,2025-02-11 11:39:31,722511,Full-Service Restaurants ,,,3400,WOODDALE,DR,NE,SUITE #304,ATLANTA,GA,30326,3400 WOODDALE DR ATLANTA GA 30326,"3400 Wooddale Dr, Atlanta, Georgia, 30326",-84.36514694,33.84638964,FALSE,7,B
LGB-102349-2020,THE INDEPENDENT,,Accommodation and Food Services,,,2025-02-15 18:49:20,722511,Full-Service Restaurants ,,,88,5TH,ST,NE,SPACE A-1,ATLANTA,GA,30308,88 5TH ST ATLANTA GA 30308,"88 5th St NW, Atlanta, Georgia, 30308",-84.38998797,33.77639098,FALSE,2,E
LGB-102435-2019,CHIPOTLE MEXICAN GRILL#373,LANDMARK DINER,Accommodation and Food Services,x,,2025-02-14 11:06:55,722511,Full-Service Restaurants ,,,60,LUCKIE,ST,NW,,ATLANTA,GA,30303,60 LUCKIE ST ATLANTA GA 30303,"60 Luckie St NW, Atlanta, Georgia, 30303",-84.38912053,33.75634336,FALSE,2,M
LGB-102435-2019,MARQUETTE SOCIAL CLUB,LANDMARK DINER,Accommodation and Food Services,x,,2025-02-14 11:06:55,722511,Full-Service Restaurants ,,,60,LUCKIE,ST,NW,,ATLANTA,GA,30303,60 LUCKIE ST ATLANTA GA 30303,"60 Luckie St NW, Atlanta, Georgia, 30303",-84.38912053,33.75634336,FALSE,2,M
LGB-102726-2020,"THE OCEANAIRE RESTAURANT COMPANY, INC.",,Accommodation and Food Services,,,2025-02-15 18:55:11,722511,Full-Service Restaurants ,,,183,EDGEWOOD,AVE,NE,,ATLANTA,GA,30303,183 EDGEWOOD AVE ATLANTA GA 30303,"183 Edgewood Ave SE, Atlanta, Georgia, 30303",-84.38162761,33.7543097,FALSE,5,M
LGB-103021-2019,NEW YORK SANDWICH SHOP,GEORGES DELICATESSEN,Accommodation and Food Services,,,2025-01-14 09:34:45,722511,Full-Service Restaurants ,,,1041,N HIGHLAND,AVE,NE,,ATLANTA,GA,30306,1041 N HIGHLAND AVE ATLANTA GA 30306,"1041 N Highland Ave NE, Atlanta, Georgia, 30306",-84.35417604,33.78291101,FALSE,6,F
LGB-103049-2020,"Cafe Agora, INC",,Accommodation and Food Services,,,2025-02-07 08:54:32,722511,Full-Service Restaurants ,,,3393,PEACHTREE,RD,NE,,ATLANTA,GA,30326,3393 PEACHTREE RD ATLANTA GA 30326,"3393 Peachtree Rd NE, Atlanta, Georgia, 30326",-84.36235778,33.84530607,FALSE,7,B
LGB-103237-2020,"Cafe Agora, INC",THE RED DOOR TAVERN,Accommodation and Food Services,,,2025-02-12 15:10:09,722511,Full-Service Restaurants ,,,3180,ROSWELL,RD,NE,,ATLANTA,GA,30305,3180 ROSWELL RD ATLANTA GA 30305,"3180 Roswell Rd NW, Atlanta, Georgia, 30305",-84.37923701,33.84193298,FALSE,8,B
LGB-104067-2020,"HOUSE TAB, INC",ROCKY MOUNTAIN PIZZA CO,Accommodation and Food Services,,,2025-02-11 09:09:32,722511,Full-Service Restaurants ,,,1015,HEMPHILL,AVE,NW,,ATLANTA,GA,30318,1015 HEMPHILL AVE ATLANTA GA 30318,"1015 Hemphill Ave NW, Atlanta, Georgia, 30318",-84.40472935,33.78253859,FALSE,3,E
LGB-104116-2020,"CALIFORNIA PIZZA KITCHEN, LLC",,Accommodation and Food Services,,,2025-02-10 15:07:12,722511,Full-Service Restaurants ,,,2225,CHESHIRE BRIDGE,RD,NE,,ATLANTA,GA,30324,2225 CHESHIRE BRIDGE RD ATLANTA GA 30324,"2225 Cheshire Bridge Rd NE, Atlanta, Georgia, 30324",-84.3522358,33.81592259,FALSE,6,F
LGB-104190-2020,METHA LLC,BAB'S,Accommodation and Food Services,,,2025-02-10 19:12:09,722511,Full-Service Restaurants ,,,814,JUNIPER,ST,NE,,ATLANTA,GA,30308,814 JUNIPER ST ATLANTA GA 30308,"814 Juniper St NE, Atlanta, Georgia, 30308",-84.38315957,33.77675631,FALSE,2,E
LGB-104190-2020,METHA LLC,BAB'S,Accommodation and Food Services,,,2025-02-10 19:12:09,722511,Full-Service Restaurants ,,,814,JUNIPER,ST,NE,,ATLANTA,GA,30308,814 JUNIPER ST ATLANTA GA 30308,"814 Juniper St NE, Atlanta, Georgia, 30308",-84.38315957,33.77675631,FALSE,2,E
LGB-104430-2020,"DERRIUS ENTERPRISES, INC",,Accommodation and Food Services,x,,2025-01-23 15:05:40,722511,Full-Service Restaurants ,,,231,PEACHTREE,ST,NE,STE B-44,ATLANTA,GA,30303,231 PEACHTREE ST ATLANTA GA 30303,"231 Peachtree St NE, Atlanta, Georgia, 30303",-84.38649163,33.75994028,FALSE,2,M
LGB-104559-2020,"SUNLEEFA RESTAURANT, LLC.",ZOCALO RESTAURANT,Accommodation and Food Services,x,,2025-01-27 12:07:10,722511,Full-Service Restaurants ,,,187,10TH,ST,NE,,ATLANTA,GA,30309,187 10TH ST ATLANTA GA 30309,"187 10th St NE, Atlanta, Georgia, 30309",-84.38083703,33.781514,FALSE,2,E
LGB-104559-2020,"SUNLEEFA RESTAURANT, LLC.",ZOCALO RESTAURANT,Accommodation and Food Services,,,2025-01-27 12:07:10,722511,Full-Service Restaurants ,,,187,10TH,ST,NE,,ATLANTA,GA,30309,187 10TH ST ATLANTA GA 30309,"187 10th St NE, Atlanta, Georgia, 30309",-84.38083703,33.781514,FALSE,2,E
LGB-104559-2020,PH PARADISE INVESTMENT,ZOCALO RESTAURANT,Accommodation and Food Services,x,,2025-01-27 12:07:10,722511,Full-Service Restaurants ,,,187,10TH,ST,NE,,ATLANTA,GA,30309,187 10TH ST ATLANTA GA 30309,"187 10th St NE, Atlanta, Georgia, 30309",-84.38083703,33.781514,FALSE,2,E
LGB-104986-2020,EAST ATLANTA RESTAURANTS INC,,Accommodation and Food Services,x,,2025-02-18 23:05:54,722511,Full-Service Restaurants ,,,1760,PEACHTREE,ST,NE,STE 200,ATLANTA,GA,30309,1760 PEACHTREE ST ATLANTA GA 30309,"1760 Peachtree St NW, Atlanta, Georgia, 30309",-84.39326815,33.80205951,FALSE,8,E
LGB-104986-2020,"7TH STREET, LLC",,Accommodation and Food Services,x,,2025-02-18 23:05:54,722511,Full-Service Restaurants ,,,1760,PEACHTREE,ST,NE,STE 200,ATLANTA,GA,30309,1760 PEACHTREE ST ATLANTA GA 30309,"1760 Peachtree St NW, Atlanta, Georgia, 30309",-84.39326815,33.80205951,FALSE,8,E
LGB-105107-2020,WAFFLE HOUSE,MELLOW MUSHROOM,Accommodation and Food Services,x,,2025-01-14 13:14:19,722511,Full-Service Restaurants ,,,1770,PEACHTREE,ST,NE,,ATLANTA,GA,30309,1770 PEACHTREE ST ATLANTA GA 30309,"1770 Peachtree St NW, Atlanta, Georgia, 30309",-84.39318022,33.80230037,FALSE,8,E
LGB-105111-2020,STARBUCKS COFFEE #10066,JAVA VINO,Accommodation and Food Services,x,,2025-02-02 15:35:31,722511,Full-Service Restaurants ,,,579,N HIGHLAND,AVE,NE,,ATLANTA,GA,30307,579 N HIGHLAND AVE ATLANTA GA 30307,"579 N Highland Ave NE, Atlanta, Georgia, 30307",-84.35229539,33.7701292,FALSE,2,N
LGB-105149-2020,"NANCY POWELL, LLC",LAS MARGARITAS,Accommodation and Food Services,x,,2025-01-24 11:06:09,722511,Full-Service Restaurants ,,,1842,CHESHIRE BRIDGE,RD,NE,,ATLANTA,GA,30324,1842 CHESHIRE BRIDGE RD ATLANTA GA 30324,"1842 Cheshire Bridge Rd NE, Atlanta, Georgia, 30324",-84.36239399,33.809449,FALSE,6,F
LGB-105234-2019,ROHRIG-ELLIS,MIDCITY CAFE,Accommodation and Food Services,,,2025-02-13 17:11:22,722511,Full-Service Restaurants ,,,845,SPRING,ST,NW,STE D-1,ATLANTA,GA,30308,845 SPRING ST ATLANTA GA 30308,"845 Spring St NW, Atlanta, Georgia, 30308",-84.38801504,33.77787299,FALSE,2,E
LGB-105459-2020,JASON'S DELI,CYPRESS STREET PINT & PLATE,Accommodation and Food Services,x,,2025-02-11 12:37:12,722511,Full-Service Restaurants ,,,817,PEACHTREE,ST,NW,STE E-125,ATLANTA,GA,30308,817 PEACHTREE ST ATLANTA GA 30308,"817 W Peachtree St NE, Atlanta, Georgia, 30308",-84.38699111,33.77698891,FALSE,2,E
LGB-105459-2020,ARBY'S RESTAURANT GROUP#9002,CYPRESS STREET PINT & PLATE,Accommodation and Food Services,x,,2025-02-11 12:37:12,722511,Full-Service Restaurants ,,,817,PEACHTREE,ST,NW,STE E-125,ATLANTA,GA,30308,817 PEACHTREE ST ATLANTA GA 30308,"817 W Peachtree St NE, Atlanta, Georgia, 30308",-84.38699111,33.77698891,FALSE,2,E
LGB-105549-2020,"NO MAS CANTINA, INC",,Accommodation and Food Services,x,,2025-02-18 23:11:03,722511,Full-Service Restaurants ,,,209,EDGEWOOD,AVE,SE,STE 120,ATLANTA,GA,30303,209 EDGEWOOD AVE ATLANTA GA 30303,"209 Edgewood Ave SE, Atlanta, Georgia, 30303",-84.37988015,33.75404667,FALSE,5,M
LGB-105700-2020,"NO MAS CANTINA, INC",,Accommodation and Food Services,,,2025-02-08 16:05:45,722511,Full-Service Restaurants ,,,3715,NORTHSIDE,PKWY,NW,STE-160,ATLANTA,GA,30327,3715 NORTHSIDE PKWY ATLANTA GA 30327,"3715 Northside Pkwy NW, Atlanta, Georgia, 30327",-84.43047097,33.8569,FALSE,8,A
LGB-105836-2020,GREAT WRAPS,RAY'S CEDAR,Accommodation and Food Services,x,,2025-02-14 17:10:06,722511,Full-Service Restaurants ,,,26,5TH,ST,NE,,ATLANTA,GA,30308,26 5TH ST ATLANTA GA 30308,"26 5th St NW, Atlanta, Georgia, 30308",-84.38828779,33.77661465,FALSE,2,E
LGB-105836-2020,MEDITERRANEAN GRILL,RAY'S CEDAR,Accommodation and Food Services,x,,2025-02-14 17:10:06,722511,Full-Service Restaurants ,,,26,5TH,ST,NE,,ATLANTA,GA,30308,26 5TH ST ATLANTA GA 30308,"26 5th St NW, Atlanta, Georgia, 30308",-84.38828779,33.77661465,FALSE,2,E
LGB-105836-2020,JASON'S DELI,RAY'S CEDAR,Accommodation and Food Services,x,,2025-02-14 17:10:06,722511,Full-Service Restaurants ,,,26,5TH,ST,NE,,ATLANTA,GA,30308,26 5TH ST ATLANTA GA 30308,"26 5th St NW, Atlanta, Georgia, 30308",-84.38828779,33.77661465,FALSE,2,E
LGB-105836-2020,JASON'S DELI,RAY'S CEDAR,Accommodation and Food Services,x,,2025-02-14 17:10:06,722511,Full-Service Restaurants ,,,26,5TH,ST,NE,,ATLANTA,GA,30308,26 5TH ST ATLANTA GA 30308,"26 5th St NW, Atlanta, Georgia, 30308",-84.38828779,33.77661465,FALSE,2,E
LGB-105911-2020,JASON'S DELI,,Accommodation and Food Services,,,2025-02-13 15:04:59,722511,Full-Service Restaurants ,,,190,MARIETTA,ST,NW,SUITE 275,ATLANTA,GA,30303,190 MARIETTA ST ATLANTA GA 30303,"190 Marietta St NW, Atlanta, Georgia, 30303",-84.39472752,33.7577537,FALSE,4,M
