license_number,company_name,company_dba,license_classification,2 or more companies,# in each license,issued_date,naics_code,naics_name,,predirection,address_line1,address_line2,street_type,postdirection,unit_suite,city,state,postal_code,address_concat,address_api,longitude,latitude,disinvested_neighborhood,council_district,npu
GBL-0321-01582,"Savi@StarMetal,LLC",SAITO,Other Services except Public Administration,,,2025-08-01 23:05:56,722511,Full-Service Restaurants ,,,19 ANDREW YOUNG INTERNATIONAL BLVD,,,,,,,,19 ANDREW YOUNG INTERNATIONAL BLVD nan nan nan nan nan,"Nan, Luang Prabang",101.9712516,19.5242098,FALSE,,
GBL-0321-01583,"Savi@StarMetal,LLC",HAROLD'S BAR & GRILL,Other Services except Public Administration,,,2025-04-25 21:02:20,722511,Full-Service Restaurants ,,,3755 CARMIA ,,DR,,SUITE 430,ATLANTA,GA,30331,3755 CARMIA  nan DR ATLANTA GA 30331,"3755 Carmia Dr, Atlanta, Georgia, 30331",-84.50979378,33.65588853,FALSE,District 11,P
GBL-0321-01638,"Upper West Liquors, LLC",Pachiengo's,Other Services except Public Administration,x,,2025-06-10 16:57:22,722511,Full-Service Restaurants ,,,3065,PEACHTREE,RD,NE,,Atlanta,GA,,3065 PEACHTREE RD Atlanta GA nan,"3065 Peachtree Rd NE, Atlanta, Georgia, 30305",-84.3801109,33.83859426,FALSE,District 7,B
GBL-0321-01638,GOVARDHAN LLC,Pachiengo's,Other Services except Public Administration,x,,2025-06-10 16:57:22,722511,Full-Service Restaurants ,,,3065,PEACHTREE,RD,NE,,Atlanta,GA,,3065 PEACHTREE RD Atlanta GA nan,"3065 Peachtree Rd NE, Atlanta, Georgia, 30305",-84.3801109,33.83859426,FALSE,District 7,B
GBL-0321-01721,Niju Food and Beverages LLC,BLU SEAFOOD ROOM,Other Services except Public Administration,,,2025-06-27 23:05:11,722511,Full-Service Restaurants ,,,935 MARIETTA ST,,,,STE 1,ATLANTA,GA,30318,935 MARIETTA ST nan nan ATLANTA GA 30318,"935 Marietta St NW, Atlanta, Georgia, 30318",-84.40852187,33.77816899,FALSE,District 3,E
GBL-0322-11297,S & S INSTITUTIONAL FOODS INC,D BOCA N BOCA,Other Services except Public Administration,,,2025-04-03 21:03:22,722511,Full-Service Restaurants ,,,39 GEORGIA,,AVE,,A,ATLANTA,GA,30312,39 GEORGIA nan AVE ATLANTA GA 30312,"39 Georgia Ave SE, Atlanta, Georgia, 30312",-84.38647403,33.736608,FALSE,District 1,V
GBL-0421-01823,INTERNATIONAL BAKERY,PUTTSHACK ATLANTA (MAIN-FACILITY-DOWNSTAIRS),Other Services except Public Administration,,,2025-03-18 10:48:16,722511,Full-Service Restaurants ,,,1115 HOWELL MILL ROAD,,,,,,,,1115 HOWELL MILL ROAD nan nan nan nan nan,"Nan, Luang Prabang",101.9712516,19.5242098,FALSE,,
GBL-0421-01823,PIECE OF CAKE INC,PUTTSHACK ATLANTA (MAIN-FACILITY-DOWNSTAIRS),Other Services except Public Administration,,,2025-03-18 10:48:16,722511,Full-Service Restaurants ,,,1115 HOWELL MILL ROAD,,,,,,,,1115 HOWELL MILL ROAD nan nan nan nan nan,"Nan, Luang Prabang",101.9712516,19.5242098,FALSE,,
GBL-0421-01823,PIECE OF CAKE INC,PUTTSHACK ATLANTA (MAIN-FACILITY-DOWNSTAIRS),Other Services except Public Administration,,,2025-03-18 10:48:16,722511,Full-Service Restaurants ,,,1115 HOWELL MILL ROAD,,,,,,,,1115 HOWELL MILL ROAD nan nan nan nan nan,"Nan, Luang Prabang",101.9712516,19.5242098,FALSE,,
GBL-0421-01823,"ALON'S, Inc.",PUTTSHACK ATLANTA (MAIN-FACILITY-DOWNSTAIRS),Other Services except Public Administration,x,,2025-03-18 10:48:16,722511,Full-Service Restaurants ,,,1115 HOWELL MILL ROAD,,,,,,,,1115 HOWELL MILL ROAD nan nan nan nan nan,"Nan, Luang Prabang",101.9712516,19.5242098,FALSE,,
GBL-0521-03447,MMK INC,CHEBA HUT TOASTED SUBS,Other Services except Public Administration,x,,2025-04-08 21:02:55,722511,Full-Service Restaurants ,,NW,800 MARIETTA STREET,,,,,ATLANTA,GA,30318,800 MARIETTA STREET nan nan ATLANTA GA 30318,"800 Marietta St NW, Atlanta, Georgia, 30318",-84.40589506,33.77381074,FALSE,District 3,E
GBL-0522-14151,"BUCKHEAD BREAD COMPANY, INC",Mai Kitchen,Other Services except Public Administration,,,2025-03-21 01:03:30,722511,Full-Service Restaurants ,,,1040 North Highland Avenue Northeast,,,,,Atlanta,GA,30306,1040 North Highland Avenue Northeast nan nan Atlanta GA 30306,"1040 N Highland Ave NE, Atlanta, Georgia, 30306",-84.35463797,33.78281701,FALSE,District 6,F
GBL-0122-09119,"BUCKHEAD BREAD COMPANY, INC",Northside Drive Liquor,Retail Trade,,,2025-01-13 13:47:38,445310,"Beer, Wine, and Liquor Stores ",,,1341 Northside,,DR,NW,,Atlanta,GA,30318,1341 Northside nan DR Atlanta GA 30318,"1341 Northside Dr NW, Atlanta, Georgia, 30318",-84.40744387,33.7917667,FALSE,8,E
GBL-0122-09288,"BUCKHEAD BREAD COMPANY, INC",Delba& Eastern Restaurant & Bar,Retail Trade,,,2025-02-11 13:09:54,722410,Drinking Places (Alcoholic Beverages) ,,,870 Inman Villiage  ,,PKWY,NE,,Atlanta,GA,30307,870 Inman Villiage   nan PKWY Atlanta GA 30307,"870 Inman Village Pkwy NE, Atlanta, Georgia, 30307",-84.3603012,33.76138113,FALSE,2,N
GBL-0125-35308,PORKY PIG MARKET COMPANY,5 Paces Inn,Retail Trade,x,,2025-01-15 13:58:01,722410,Drinking Places (Alcoholic Beverages) ,,,41,IRBY,Avenue,NW,,Atlanta,GA,,41 IRBY Avenue Atlanta GA nan,"41 Irby Ave NW, Atlanta, Georgia, 30305",-84.38026069,33.84159947,FALSE,8,B
GBL-0223-18974,D&J MARKET,"Challain, Inc., SPC",Retail Trade,x,,2025-01-28 09:07:29,722511,Full-Service Restaurants ,,,1516 Clifton,,RD,,,Atlanta,GA,30322,1516 Clifton nan RD Atlanta GA 30322,"1516 Clifton Rd NE, Atlanta, Georgia, 30322",-84.32231425,33.79697328,FALSE,6,F
GBL-0322-11288,D&J MARKET,Dunkin Donuts,Retail Trade,,,2025-01-21 03:15:07,445291,Baked Goods Stores ,,NE,Peachtree street,,,,,Atlanta,GA,30303,Peachtree street nan nan Atlanta GA 30303,"Peachtree St, Atlanta, Georgia, 30303",-84.38721354,33.76265085,FALSE,2,M
GBL-0322-11288,E Z SHOP FOOD MART,Dunkin Donuts,Retail Trade,,,2025-01-21 03:15:07,445291,Baked Goods Stores ,,NE,Peachtree street,,,,,Atlanta,GA,30303,Peachtree street nan nan Atlanta GA 30303,"Peachtree St, Atlanta, Georgia, 30303",-84.38721354,33.76265085,FALSE,2,M
GBL-0323-19593,"LITTLE TART BAKESHOP, LLC",M&S Package Store,Retail Trade,,,2025-02-25 23:07:19,445310,"Beer, Wine, and Liquor Stores ",,,2493  Jonesboro Road SE,,,,,Atlanta,GA,30315,2493  Jonesboro Road SE nan nan Atlanta GA 30315,"2493 Jonesboro Rd SE, Atlanta, Georgia, 30315",-84.36489406,33.68578969,TRUE,1,Z
GBL-0323-19593,SOLV WELLNESS LLC,M&S Package Store,Retail Trade,x,,2025-02-25 23:07:19,445310,"Beer, Wine, and Liquor Stores ",,,2493  Jonesboro Road SE,,,,,Atlanta,GA,30315,2493  Jonesboro Road SE nan nan Atlanta GA 30315,"2493 Jonesboro Rd SE, Atlanta, Georgia, 30315",-84.36489406,33.68578969,TRUE,1,Z
GBL-0421-01883,DULCE VEGAN BAKERY & CAFE,D&M PACKAGE STORE,Retail Trade,x,,2025-01-29 13:54:58,445310,"Beer, Wine, and Liquor Stores ",,,595 ralph david abernathy blvd,,,,,atlanta,GA,30312,595 ralph david abernathy blvd nan nan atlanta GA 30312,"595 Ralph David Abernathy Blvd SW, Atlanta, Georgia, 30312",-84.40710524,33.73798041,TRUE,12,V
GBL-0422-11897,SWEETS CHEATS,,Retail Trade,,,2025-02-11 11:36:58,445291,Baked Goods Stores ,,,661 Auburn Ave NE,Unit 16,,,,Atlanta,GA,30312,661 Auburn Ave NE Unit 16 nan Atlanta GA 30312,"661 Auburn Ave NE, Unit 16, Atlanta, Georgia, 30312",-84.36553947,33.75594023,FALSE,2,M
GBL-0422-12196,"JATSUK INTERNATIONAL, INC",Fruit Wagon,Retail Trade,,,2025-02-20 23:08:22,722330,Mobile Food Services,,SE,142 Decatur Street SE,,,,,Atlanta,GA,30303,142 Decatur Street SE nan nan Atlanta GA 30303,"142 Decatur St SE, Atlanta, Georgia, 30303",-84.38556805,33.75168767,FALSE,1,M
GBL-0422-12617,CONTINENTAL SEAFOOD INC,,Retail Trade,x,,2025-01-22 15:04:25,445210,Meat Markets ,,,2030,Main,ST,NW,R-204,Atlanta,GA,30318,2030 Main ST Atlanta GA 30318,"2030 Main St NW, Atlanta, Georgia, 30318",-84.47188067,33.81115371,FALSE,9,D
GBL-0521-02968,LOUISANA ATL SEAFOOOD,Nobi Cha Bubble Tea,Retail Trade,x,,2025-01-28 13:15:20,722515,Snack and Nonalcoholic Beverage Bars ,,,4279 Roswell Rd NE,,,,201,Atlanta,GA,30342,4279 Roswell Rd NE nan nan Atlanta GA 30342,"4279 Roswell Rd NE, Atlanta, Georgia, 30342",-84.37933139,33.87112355,FALSE,7,B
GBL-0522-13906,PIECE OF CAKE INC.,,Retail Trade,,,2025-02-11 17:25:03,722330,Mobile Food Services,,,205,MORELAND,Avenue,SE,,Atlanta,GA,,205 MORELAND Avenue Atlanta GA nan,"205 Moreland Ave SE, Atlanta, Georgia, 30316",-84.34949374,33.74780337,FALSE,5,N
GBL-0523-20895,ATLANTA MEAT & FISH MARKET,Affordable Spirits,Retail Trade,x,,2025-02-04 12:05:41,445310,"Beer, Wine, and Liquor Stores ",,,1151 Chattahoochee Avenue,,,,,Atlanta,GA,30318,1151 Chattahoochee Avenue nan nan Atlanta GA 30318,"1151 Chattahoochee Ave NW, Atlanta, Georgia, 30318",-84.42560972,33.8014048,FALSE,9,D
GBL-0523-20895,LITTLE TART BAKESHOP,Affordable Spirits,Retail Trade,x,,2025-02-04 12:05:41,445310,"Beer, Wine, and Liquor Stores ",,,1151 Chattahoochee Avenue,,,,,Atlanta,GA,30318,1151 Chattahoochee Avenue nan nan Atlanta GA 30318,"1151 Chattahoochee Ave NW, Atlanta, Georgia, 30318",-84.42560972,33.8014048,FALSE,9,D
GBL-0623-21691,CANDI CAKES BY MS D,,Retail Trade,,,2025-02-12 15:09:12,445310,"Beer, Wine, and Liquor Stores ",,SE,3500 Jonesboro Road,,,,,Atlanta,GA,30345,3500 Jonesboro Road nan nan Atlanta GA 30345,"3500 Jonesboro Rd SE, Atlanta, Georgia, 30354",-84.37119681,33.65930538,TRUE,12,Z
GBL-0721-05110,BAKED PEACHTREE/INSOMINIA COOK,BOTTLE HOUSE,Retail Trade,x,,2025-01-31 11:34:39,445310,"Beer, Wine, and Liquor Stores ",,,3 FAIRBURN ROAD SW,,,,,ATLANTA,GA,30331,3 FAIRBURN ROAD SW nan nan ATLANTA GA 30331,"3 Fairburn Rd SW, Atlanta, Georgia, 30331",-84.50612444,33.75972009,TRUE,10,H
GBL-0722-14857,SAINT GERMAIN,Vin ATL,Retail Trade,x,,2025-02-06 08:51:55,445310,"Beer, Wine, and Liquor Stores ",,,1454 LaFrance,,ST,NE,100,Atlanta,GA,30307,1454 LaFrance nan ST Atlanta GA 30307,"1454 La France St NE, Atlanta, Georgia, 30307",-84.34031447,33.76117515,FALSE,5,O
GBL-0724-31999,SAINT GERMAIN,Kings Liquor,Retail Trade,,,2025-02-18 12:43:32,445310,"Beer, Wine, and Liquor Stores ",,,464,Windsor,ST,SW,Ste 105,Atlanta,GA,30312,464 Windsor ST Atlanta GA 30312,"464 Windsor St SW, Atlanta, Georgia, 30312",-84.39786487,33.74249226,TRUE,4,V
GBL-0724-31999,"GREEN CAMP FOODMART, INC",Kings Liquor,Retail Trade,x,,2025-02-18 12:43:32,445310,"Beer, Wine, and Liquor Stores ",,,464,Windsor,ST,SW,Ste 105,Atlanta,GA,30312,464 Windsor ST Atlanta GA 30312,"464 Windsor St SW, Atlanta, Georgia, 30312",-84.39786487,33.74249226,TRUE,4,V
GBL-0821-05969,NEMA GROUP INC,,Retail Trade,x,,2025-02-15 19:04:01,722511,Full-Service Restaurants ,,,"3210 Roswell Road, Suite C, Atlanta, Georgia 30305",,,,,,,,"3210 Roswell Road, Suite C, Atlanta, Georgia 30305 nan nan nan nan nan","3210 Roswell Rd NW, Suite C, Atlanta, Georgia, 30305",-84.37950196,33.84268832,FALSE,8,B
GBL-0823-22667,PARKS MEAT MARKET LLC,Kenny18 Bottle Shop,Retail Trade,x,,2025-02-12 17:09:53,445310,"Beer, Wine, and Liquor Stores ",,,1989,HOSEA L WILLIAMS,DRIVE,SE,,Atlanta,GA,30317,1989 HOSEA L WILLIAMS DRIVE Atlanta GA 30317,"1989 Hosea L Williams Dr SE, Atlanta, Georgia, 30317",-84.32269219,33.75088766,FALSE,5,O
GBL-0923-23298,PARKS MEAT MARKET LLC,3 Parks Wine Shop,Retail Trade,,,2025-02-14 17:13:33,445310,"Beer, Wine, and Liquor Stores ",,,"405 North Angier Avenue NE, Tower 1, Suite 200",,,,,Atlanta,GA,30308,"405 North Angier Avenue NE, Tower 1, Suite 200 nan nan Atlanta GA 30308","405 N Angier Ave NE, Atlanta, Georgia, 30308",-84.36273388,33.76848174,FALSE,2,M
GBL-0923-23298,KRISPY KREME,3 Parks Wine Shop,Retail Trade,,,2025-02-14 17:13:33,445310,"Beer, Wine, and Liquor Stores ",,,"405 North Angier Avenue NE, Tower 1, Suite 200",,,,,Atlanta,GA,30308,"405 North Angier Avenue NE, Tower 1, Suite 200 nan nan Atlanta GA 30308","405 N Angier Ave NE, Atlanta, Georgia, 30308",-84.36273388,33.76848174,FALSE,2,M
GBL-1022-16759,KRISPY KREME,French Broad Chocolates,Retail Trade,,,2025-01-08 17:04:21,722515,Snack and Nonalcoholic Beverage Bars ,,,675,Ponce De Leon,AVE,NE,N146,Atlanta,GA,30306,675 Ponce De Leon AVE Atlanta GA 30306,"675 Ponce de Leon Ave NE, Atlanta, Georgia, 30308",-84.36574969,33.77300251,FALSE,2,M
GBL-1023-23969,KRISPY KREME,,Retail Trade,,,2025-01-16 11:06:42,722515,Snack and Nonalcoholic Beverage Bars ,,,"3655 Roswell Road, NE Suite 106",,,,,Atlanta,GA,30342,"3655 Roswell Road, NE Suite 106 nan nan Atlanta GA 30342","3655 Roswell Rd NE, Suite 106, Atlanta, Georgia, 30342",-84.38223899,33.855807,FALSE,7,B
GBL-1122-17240,RY'S TABLE,Taste Wine Bar and Market,Retail Trade,,,2025-02-15 18:42:15,445310,"Beer, Wine, and Liquor Stores ",,,"202B Chattahoochee Row, Atlanta, Ga. 30318",,,,,,,,"202B Chattahoochee Row, Atlanta, Ga. 30318 nan nan nan nan nan","30318, Chattahoochee, Atlanta, Georgia",-84.4868,33.8044,TRUE,9,G
GBL-1222-17579,HENRI FISCUS LLC,Ru San's,Retail Trade,,,2025-02-13 17:11:39,722511,Full-Service Restaurants ,,,1220 Caroline,,ST,NE,A-200,Atlanta,GA,30307,1220 Caroline nan ST Atlanta GA 30307,"1220 Caroline St NE, Atlanta, Georgia, 30307",-84.34891799,33.75881099,FALSE,5,O
GBL-1222-17669,KINGDOM SEAFOOD MARKET,BRASH Coffee roasters,Retail Trade,,,2025-01-20 11:26:16,722515,Snack and Nonalcoholic Beverage Bars ,,,1295 Chattahoochee ave,,,,12,Atlanta,GA,30318,1295 Chattahoochee ave nan nan Atlanta GA 30318,"1295 Chattahoochee Ave NW, Atlanta, Georgia, 30318",-84.42956566,33.8014827,FALSE,9,D
GBL-1223-25097,INSOMNIA COOKIES,MetroBottle,Retail Trade,,,2025-01-27 12:06:30,445310,"Beer, Wine, and Liquor Stores ",,,285 Mt. vernon Highway NE,,,,Suite B,Atlanta,GA,30328,285 Mt. vernon Highway NE nan nan Atlanta GA 30328,"285 Mount Vernon Hwy NE, Atlanta, Georgia, 30328",-84.3779068,33.92407249,FALSE,,
GBL-1223-25097,"RED VELVET MAMA, LLC",MetroBottle,Retail Trade,,,2025-01-27 12:06:30,445310,"Beer, Wine, and Liquor Stores ",,,285 Mt. vernon Highway NE,,,,Suite B,Atlanta,GA,30328,285 Mt. vernon Highway NE nan nan Atlanta GA 30328,"285 Mount Vernon Hwy NE, Atlanta, Georgia, 30328",-84.3779068,33.92407249,FALSE,,
GBL-1223-25859,INSOMNIACOOKIES,Tim Hortons,Retail Trade,x,,2025-01-27 12:05:29,445291,Baked Goods Stores ,,,610,Spring,ST,NW,,Atlanta,GA,30308,610 Spring ST Atlanta GA 30308,"610 Spring St NW, Atlanta, Georgia, 30308",-84.38941951,33.77073001,FALSE,2,M
LGB-002136-2020,INSOMNIACOOKIES,,Retail Trade,x,,2025-02-07 08:50:04,424470,Meat and Meat Product Merchant Wholesalers ,,,635,GREEN,ST,NW,,ATLANTA,GA,30318,635 GREEN ST ATLANTA GA 30318,"635 Green St NW, Atlanta, Georgia, 30318",-84.40891766,33.79329686,FALSE,9,D
LGB-008192-2020,"JEC LIQUOR, LLC",,Retail Trade,x,,2025-02-12 17:06:46,311812,Commercial Bakeries ,,,2165,CHESHIRE BRIDGE,RD,NE,STE 5,ATLANTA,GA,30324,2165 CHESHIRE BRIDGE RD ATLANTA GA 30324,"2165 Cheshire Bridge Rd NE, Atlanta, Georgia, 30324",-84.35336266,33.81337416,FALSE,6,F
LGB-010012-2020,MK 2019 INC,,Retail Trade,x,,2025-02-12 13:08:32,311812,Commercial Bakeries ,,,3215,ROSWELL,RD,NW,,ATLANTA,GA,30305,3215 ROSWELL RD ATLANTA GA 30305,"3215 Roswell Rd NE, Atlanta, Georgia, 30305",-84.37859437,33.84288047,FALSE,7,B
LGB-010012-2020,THE HERB SHOP AT HMV,,Retail Trade,,,2025-02-12 13:08:32,311812,Commercial Bakeries ,,,3215,ROSWELL,RD,NW,,ATLANTA,GA,30305,3215 ROSWELL RD ATLANTA GA 30305,"3215 Roswell Rd NE, Atlanta, Georgia, 30305",-84.37859437,33.84288047,FALSE,7,B
LGB-022059-2020,ATLRX PONCE LLC,ALON'S BAKERY,Retail Trade,,,2025-02-14 15:10:30,311812,Commercial Bakeries ,,,1394,N HIGHLAND,AVE,NE,SUITE C,ATLANTA,GA,30306,1394 N HIGHLAND AVE ATLANTA GA 30306,"1394 N Highland Ave NE, Atlanta, Georgia, 30306",-84.35286796,33.79264299,FALSE,6,F
LGB-024796-2019,"PERC ATLANTA, LLC",BUCKHEAD BREAD COMPANY,Retail Trade,x,,2025-02-17 15:29:11,311812,Commercial Bakeries ,,,3070,PIEDMONT,RD,NE,,ATLANTA,GA,30305,3070 PIEDMONT RD ATLANTA GA 30305,"3070 Piedmont Rd NE, Atlanta, Georgia, 30305",-84.36958634,33.83920509,FALSE,7,B
LGB-024796-2019,Shanial Investments LLC,BUCKHEAD BREAD COMPANY,Retail Trade,x,,2025-02-17 15:29:11,311812,Commercial Bakeries ,,,3070,PIEDMONT,RD,NE,,ATLANTA,GA,30305,3070 PIEDMONT RD ATLANTA GA 30305,"3070 Piedmont Rd NE, Atlanta, Georgia, 30305",-84.36958634,33.83920509,FALSE,7,B
LGB-024796-2019,SANIA 2455 LLC,BUCKHEAD BREAD COMPANY,Retail Trade,,,2025-02-17 15:29:11,311812,Commercial Bakeries ,,,3070,PIEDMONT,RD,NE,,ATLANTA,GA,30305,3070 PIEDMONT RD ATLANTA GA 30305,"3070 Piedmont Rd NE, Atlanta, Georgia, 30305",-84.36958634,33.83920509,FALSE,7,B
LGB-102753-2020,"Flowers Bakeries Sales of Georgia, LLC",,Retail Trade,,,2025-02-14 13:06:12,424470,Meat and Meat Product Merchant Wholesalers ,,,209,EDGEWOOD,AVE,SE,STE 122,ATLANTA,GA,30303,209 EDGEWOOD AVE ATLANTA GA 30303,"209 Edgewood Ave SE, Atlanta, Georgia, 30303",-84.37988015,33.75404667,FALSE,5,M
LGB-103099-2020,Collier Candy Company Colony Square,,Retail Trade,,,2025-02-04 17:03:57,424470,Meat and Meat Product Merchant Wholesalers ,,,209,EDGEWOOD,AVE,NE,121,ATLANTA,GA,30303,209 EDGEWOOD AVE ATLANTA GA 30303,"209 Edgewood Ave SE, Atlanta, Georgia, 30303",-84.37988015,33.75404667,FALSE,5,M
LGB-103099-2020,Project LeanNation Intown,,Retail Trade,,,2025-02-04 17:03:57,424470,Meat and Meat Product Merchant Wholesalers ,,,209,EDGEWOOD,AVE,NE,121,ATLANTA,GA,30303,209 EDGEWOOD AVE ATLANTA GA 30303,"209 Edgewood Ave SE, Atlanta, Georgia, 30303",-84.37988015,33.75404667,FALSE,5,M
LGB-145299-2020,Dynami Supply,LITTLE TART BAKE SHOP,Retail Trade,,,2025-03-04 23:05:42,311812,Commercial Bakeries ,,,437,MEMORIAL,DR,SE,STE A-6,ATLANTA,GA,30312,437 MEMORIAL DR ATLANTA GA 30312,"437 Memorial Dr SE, Atlanta, Georgia, 30312",-84.37276903,33.746122,FALSE,1,W
LGB-148666-2020,785 LEE LLC,,Retail Trade,,,2025-02-10 19:10:50,311812,Commercial Bakeries ,,,1212,COLLIER,RD,NW,,ATLANTA,GA,30318,1212 COLLIER RD ATLANTA GA 30318,"1212 Collier Rd NW, Atlanta, Georgia, 30318",-84.42748115,33.81135354,FALSE,9,D
LGB-148885-2020,785 LEE LLC,,Retail Trade,,,2025-02-11 09:04:54,311812,Commercial Bakeries ,,,1994,HOSEA L WILLIAMS,DR,NE,,ATLANTA,GA,30317,1994 HOSEA L WILLIAMS DR ATLANTA GA 30317,"1994 Hosea L Williams Dr NE, Atlanta, Georgia, 30317",-84.32235305,33.75137394,FALSE,5,O
LGB-155785-2020,BANGLADESH 2025 INC,,Retail Trade,,,2025-01-27 12:06:28,311812,Commercial Bakeries ,,,692,KIRKWOOD,AVE,SE,SUITE B,ATLANTA,GA,30316,692 KIRKWOOD AVE ATLANTA GA 30316,"692 Kirkwood Ave SE, Atlanta, Georgia, 30316",-84.36474512,33.75065468,FALSE,5,N
LGB-158020-2020,AVIQ LLC,,Retail Trade,,,2025-01-31 11:34:54,424470,Meat and Meat Product Merchant Wholesalers ,,,2565,DONALD LEE HOLLOWEL,PKWY,,,ATLANTA,GA,30318,2565 DONALD LEE HOLLOWEL PKWY ATLANTA GA 30318,"2565 Donald Lee Hollowell Pkwy NW, Atlanta, Georgia, 30318",-84.47042139,33.77545351,TRUE,9,J
LGB-158595-2020,Atlanta Texaco 808 LLC,,Retail Trade,,,2025-02-13 15:07:16,424470,Meat and Meat Product Merchant Wholesalers ,,,3565,MARTIN L KING JR,DR,SW,,ATLANTA,GA,30331,3565 MARTIN L KING JR DR ATLANTA GA 30331,"3565 Martin Luther King Jr Dr SW, Atlanta, Georgia, 30331",-84.50408302,33.76014099,TRUE,10,H
LGB-162977-2020,"Pick and Pay Grocery, Inc.",,Retail Trade,,,2025-02-12 13:11:18,311812,Commercial Bakeries ,,,1299,COLLIER,RD,NW,,ATLANTA,GA,30318,1299 COLLIER RD ATLANTA GA 30318,"1299 Collier Rd NW, Atlanta, Georgia, 30318",-84.43015062,33.81255944,FALSE,9,D
LGB-165161-2020,"HealingU Wellness, Ltd. Liability Co.",,Retail Trade,x,,2025-02-11 02:51:57,424470,Meat and Meat Product Merchant Wholesalers ,,,3131,CAMPBELLTON,RD,SW,,ATLANTA,GA,30311,3131 CAMPBELLTON RD ATLANTA GA 30311,"3131 Campbellton Rd SW, Atlanta, Georgia, 30311",-84.49272211,33.69251751,TRUE,11,R
LGB-168019-2020,Madame Zen'Obeah's Cabinet LLC,,Retail Trade,x,,2025-03-04 23:06:19,311812,Commercial Bakeries ,,,99,KROG,ST,NE,SUITE K,ATLANTA,GA,30307,99 KROG ST ATLANTA GA 30307,"99 Krog St NE, Atlanta, Georgia, 30307",-84.36401899,33.75674699,FALSE,District 2,N
LGB-169139-2020,IROK Solutions Inc,,Retail Trade,,,2025-02-15 18:55:39,311812,Commercial Bakeries ,,,2975,HEADLAND,DR,SW,STE B-5,ATLANTA,GA,30311,2975 HEADLAND DR ATLANTA GA 30311,"2975 Headland Dr SW, Atlanta, Georgia, 30311",-84.48678781,33.69169017,TRUE,District 11,R
LGB-171926-2020,Moreland Package LLC,,Retail Trade,,,2025-02-11 11:43:30,311812,Commercial Bakeries ,,,930,SPRING,ST,NW,STE-62,ATLANTA,GA,30309,930 SPRING ST ATLANTA GA 30309,"930 Spring St NW, Atlanta, Georgia, 30309",-84.39008202,33.78004398,FALSE,District 2,E
LGB-173574-2020,AR SRK LLC,,Retail Trade,,,2025-02-04 12:06:18,311812,Commercial Bakeries ,,,675,PONCE DE LEON,AVE,NE,#150,ATLANTA,GA,30308,675 PONCE DE LEON AVE ATLANTA GA 30308,"675 Ponce de Leon Ave NE, Atlanta, Georgia, 30308",-84.36574969,33.77300251,FALSE,District 2,M
LGB-173574-2020,JAYSHIVSHANKAR INC,,Retail Trade,,,2025-02-04 12:06:18,311812,Commercial Bakeries ,,,675,PONCE DE LEON,AVE,NE,#150,ATLANTA,GA,30308,675 PONCE DE LEON AVE ATLANTA GA 30308,"675 Ponce de Leon Ave NE, Atlanta, Georgia, 30308",-84.36574969,33.77300251,FALSE,District 2,M
LGB-179237-2020,1083 Westview Grocery LLC,,Retail Trade,,,2025-02-15 19:05:55,424470,Meat and Meat Product Merchant Wholesalers ,,,2905,CAMPBELLTON,RD,SW,STE-C,ATLANTA,GA,30311,2905 CAMPBELLTON RD ATLANTA GA 30311,"2905 Campbellton Rd SW, Atlanta, Georgia, 30311",-84.48390016,33.69828816,TRUE,District 11,R
LGB-179356-2020,RBNB Investments LLC,,Retail Trade,,,2025-01-21 15:34:56,424470,Meat and Meat Product Merchant Wholesalers ,,,209,EDGEWOOD,AVE,SE,STE-124,ATLANTA,GA,30303,209 EDGEWOOD AVE ATLANTA GA 30303,"209 Edgewood Ave SE, Atlanta, Georgia, 30303",-84.37986724,33.75404479,FALSE,District 5,M
LGB-179356-2020,HALLY COKER INC,,Retail Trade,,,2025-01-21 15:34:56,424470,Meat and Meat Product Merchant Wholesalers ,,,209,EDGEWOOD,AVE,SE,STE-124,ATLANTA,GA,30303,209 EDGEWOOD AVE ATLANTA GA 30303,"209 Edgewood Ave SE, Atlanta, Georgia, 30303",-84.37986724,33.75404479,FALSE,District 5,M
LGB-180025-2020,DONNELLY PROVISIONS LLC,,Retail Trade,,,2025-02-27 23:06:44,311812,Commercial Bakeries ,,,295,PONCE DE LEON,AVE,NE,,ATLANTA,GA,30308,295 PONCE DE LEON AVE ATLANTA GA 30308,"295 Ponce de Leon Ave NE, Atlanta, Georgia, 30308",-84.37814174,33.77213591,FALSE,District 2,E
LGB-180025-2020,"Sam & Ronald, LLC",,Retail Trade,x,,2025-02-27 23:06:44,311812,Commercial Bakeries ,,,295,PONCE DE LEON,AVE,NE,,ATLANTA,GA,30308,295 PONCE DE LEON AVE ATLANTA GA 30308,"295 Ponce de Leon Ave NE, Atlanta, Georgia, 30308",-84.37814174,33.77213591,FALSE,District 2,E
LGB-180025-2020,NANDINI ENTERPRISES LLC,,Retail Trade,x,,2025-02-27 23:06:44,311812,Commercial Bakeries ,,,295,PONCE DE LEON,AVE,NE,,ATLANTA,GA,30308,295 PONCE DE LEON AVE ATLANTA GA 30308,"295 Ponce de Leon Ave NE, Atlanta, Georgia, 30308",-84.37814174,33.77213591,FALSE,District 2,E
